wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;75273;34;33797;10;t0201
dolnoœl¹skie;dzier¿oniowski;71179;57;33162;19;t0202
dolnoœl¹skie;g³ogowski;67298;46;30305;3;t0203
dolnoœl¹skie;górowski;27222;0;12330;0;t0204
dolnoœl¹skie;jaworski;40151;29;18060;1;t0205
dolnoœl¹skie;jeleniogórski;52696;62;24225;2;t0206
dolnoœl¹skie;kamiennogórski;33028;17;15325;9;t0207
dolnoœl¹skie;k³odzki;132387;75;61619;7;t0208
dolnoœl¹skie;legnicki;44972;12;19993;6;t0209
dolnoœl¹skie;lubañski;30902;0;12972;0;t0210
dolnoœl¹skie;lubiñski;128400;5;60811;2;t0211
dolnoœl¹skie;lwówecki;43164;40;19929;20;t0212
dolnoœl¹skie;milicki;35392;56;16625;6;t0213
dolnoœl¹skie;oleœnicki;102463;98;46582;53;t0214
dolnoœl¹skie;o³awski;46286;26;21756;14;t0215
dolnoœl¹skie;polkowicki;42702;2;18653;0;t0216
dolnoœl¹skie;strzeliñski;38324;21;17789;8;t0217
dolnoœl¹skie;œredzki;22785;0;10694;0;t0218
dolnoœl¹skie;œwidnicki;105977;66;48287;19;t0219
dolnoœl¹skie;trzebnicki;61466;24;29395;5;t0220
dolnoœl¹skie;wa³brzyski;32301;0;15292;0;t0221
dolnoœl¹skie;wo³owski;43639;25;19372;0;t0222
dolnoœl¹skie;wroc³awski;105958;18;50194;5;t0223
dolnoœl¹skie;z¹bkowicki;57470;73;26588;18;t0224
dolnoœl¹skie;zgorzelecki;61754;92;27872;15;t0225
dolnoœl¹skie;z³otoryjski;36012;15;16156;10;t0226
dolnoœl¹skie;Jelenia Góra;93027;53;44326;8;t0261
dolnoœl¹skie;Legnica;93089;27;43380;5;t0262
dolnoœl¹skie;Wroc³aw;1082978;513;502900;27;t0264
dolnoœl¹skie;Wa³brzych;216054;115;99938;0;t0265
kujawsko-pomorskie;aleksandrowski;134961;127;63811;29;t0401
kujawsko-pomorskie;brodnicki;74662;83;34766;1;t0402
kujawsko-pomorskie;bydgoski;79277;7;37304;2;t0403
kujawsko-pomorskie;che³miñski;43266;37;20121;23;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;36940;6;17092;0;t0405
kujawsko-pomorskie;grudzi¹dzki;27273;7;12336;0;t0406
kujawsko-pomorskie;inowroc³awski;107673;62;50736;6;t0407
kujawsko-pomorskie;lipnowski;55294;28;25292;1;t0408
kujawsko-pomorskie;mogileñski;34290;21;15904;6;t0409
kujawsko-pomorskie;nakielski;87741;7;38919;1;t0410
kujawsko-pomorskie;radziejowski;45496;45;21214;1;t0411
kujawsko-pomorskie;rypiñski;37259;33;17407;29;t0412
kujawsko-pomorskie;sêpoleñski;49921;19;22805;11;t0413
kujawsko-pomorskie;œwiecki;81129;32;36990;6;t0414
kujawsko-pomorskie;toruñski;73795;55;32358;8;t0415
kujawsko-pomorskie;tucholski;40550;54;18514;21;t0416
kujawsko-pomorskie;w¹brzeski;29286;18;13273;16;t0417
kujawsko-pomorskie;w³oc³awski;67096;5;31869;0;t0418
kujawsko-pomorskie;¿niñski;54158;26;25624;1;t0419
kujawsko-pomorskie;Bydgoszcz;448384;221;207184;36;t0461
kujawsko-pomorskie;Grudzi¹dz;127647;122;58587;5;t0462
kujawsko-pomorskie;Toruñ;202140;133;92144;25;t0463
kujawsko-pomorskie;W³oc³awek;98281;54;43851;12;t0464
lubelskie;bialski;63604;36;28936;0;t0601
lubelskie;bi³gorajski;56022;40;26477;17;t0602
lubelskie;che³mski;37241;56;17476;7;t0603
lubelskie;hrubieszowski;46653;82;21262;10;t0604
lubelskie;janowski;32321;12;15018;2;t0605
lubelskie;krasnostawski;42677;45;19528;12;t0606
lubelskie;kraœnicki;68915;34;32454;11;t0607
lubelskie;lubartowski;57366;54;26788;8;t0608
lubelskie;lubelski;87348;45;39652;6;t0609
lubelskie;³êczyñski;41374;53;19679;6;t0610
lubelskie;³ukowski;58588;12;27356;6;t0611
lubelskie;opolski;46852;30;21550;13;t0612
lubelskie;parczewski;29100;79;13349;14;t0613
lubelskie;pu³awski;101575;37;48015;12;t0614
lubelskie;radzyñski;31857;61;15006;6;t0615
lubelskie;rycki;55220;32;26367;0;t0616
lubelskie;œwidnicki;48283;50;22822;15;t0617
lubelskie;tomaszowski;58071;0;26757;0;t0618
lubelskie;w³odawski;36018;83;16715;16;t0619
lubelskie;zamojski;50104;33;24286;28;t0620
lubelskie;Bia³a Podlaska;72889;49;34023;6;t0661
lubelskie;Che³m;65826;72;29789;5;t0662
lubelskie;Lublin;462698;404;209020;52;t0663
lubelskie;Zamoœæ;92878;67;43355;12;t0664
lubuskie;gorzowski;30397;0;14089;0;t0801
lubuskie;kroœnieñski;52420;26;24576;2;t0802
lubuskie;miêdzyrzecki;69183;4;31992;0;t0803
lubuskie;nowosolski;95435;81;42292;7;t0804
lubuskie;s³ubicki;40075;31;18916;4;t0805
lubuskie;strzelecko-drezdenecki;52609;30;23343;5;t0806
lubuskie;sulêciñski;32427;0;14507;0;t0807
lubuskie;œwiebodziñski;56615;26;26108;2;t0808
lubuskie;zielonogórski;91251;0;42208;0;t0809
lubuskie;¿agañski;71253;44;32050;7;t0810
lubuskie;¿arski;103217;89;48038;19;t0811
lubuskie;wschowski;28274;24;13498;0;t0812
lubuskie;Gorzów Wielkopolski;159018;47;71906;2;t0861
lubuskie;Zielona Góra;156627;167;73692;3;t0862
³ódzkie;be³chatowski;76441;5;34794;1;t1001
³ódzkie;kutnowski;91509;0;44205;0;t1002
³ódzkie;³aski;37104;1;17662;0;t1003
³ódzkie;³êczycki;53323;25;24488;2;t1004
³ódzkie;³owicki;92652;25;44018;17;t1005
³ódzkie;³ódzki wschodni;38547;0;17364;0;t1006
³ódzkie;opoczyñski;61763;57;27834;19;t1007
³ódzkie;pabianicki;111955;90;52667;0;t1008
³ódzkie;pajêczañski;30522;6;13891;3;t1009
³ódzkie;piotrkowski;51691;4;23991;0;t1010
³ódzkie;poddêbicki;38325;21;18058;9;t1011
³ódzkie;radomszczañski;91178;8;42993;0;t1012
³ódzkie;rawski;29988;9;13732;0;t1013
³ódzkie;sieradzki;103443;44;47036;11;t1014
³ódzkie;skierniewicki;24630;11;11600;1;t1015
³ódzkie;tomaszowski;108788;36;51322;9;t1016
³ódzkie;wieluñski;89821;37;42601;2;t1017
³ódzkie;wieruszowski;34013;10;15383;0;t1018
³ódzkie;zduñskowolski;51620;31;23874;0;t1019
³ódzkie;zgierski;133992;28;62716;25;t1020
³ódzkie;brzeziñski;35638;11;16963;1;t1021
³ódzkie;£ódŸ;930478;410;435670;73;t1061
³ódzkie;Piotrków Trybunalski;85145;47;39347;11;t1062
³ódzkie;Skierniewice;74910;0;35032;0;t1063
ma³opolskie;bocheñski;80464;7;36039;2;t1201
ma³opolskie;brzeski;68873;45;31869;5;t1202
ma³opolskie;chrzanowski;113966;93;52203;12;t1203
ma³opolskie;d¹browski;43504;30;20327;1;t1204
ma³opolskie;gorlicki;88074;65;41512;6;t1205
ma³opolskie;krakowski;163885;14;76550;5;t1206
ma³opolskie;limanowski;90966;6;41733;6;t1207
ma³opolskie;miechowski;62086;13;29669;13;t1208
ma³opolskie;myœlenicki;106573;71;49911;18;t1209
ma³opolskie;nowos¹decki;133911;47;59865;5;t1210
ma³opolskie;nowotarski;133989;85;60857;18;t1211
ma³opolskie;olkuski;111927;26;51899;17;t1212
ma³opolskie;oœwiêcimski;124476;67;58454;10;t1213
ma³opolskie;proszowicki;44897;4;21329;1;t1214
ma³opolskie;suski;70446;11;33346;1;t1215
ma³opolskie;tarnowski;97546;47;45272;4;t1216
ma³opolskie;tatrzañski;36396;6;17085;2;t1217
ma³opolskie;wadowicki;123132;88;55207;13;t1218
ma³opolskie;wielicki;113562;12;51360;3;t1219
ma³opolskie;Kraków;1213088;452;570532;45;t1261
ma³opolskie;Nowy S¹cz;65698;0;30962;0;t1262
ma³opolskie;Tarnów;117570;96;53448;31;t1263
mazowieckie;bia³obrzeski;36610;13;17353;0;t1401
mazowieckie;ciechanowski;82080;44;38734;4;t1402
mazowieckie;garwoliñski;84755;33;40523;5;t1403
mazowieckie;gostyniñski;29025;2;13976;1;t1404
mazowieckie;grodziski;98143;41;44823;27;t1405
mazowieckie;grójecki;108018;44;50687;9;t1406
mazowieckie;kozienicki;45221;25;21545;11;t1407
mazowieckie;legionowski;78914;64;34418;0;t1408
mazowieckie;lipski;27068;37;12860;12;t1409
mazowieckie;³osicki;19057;25;9179;4;t1410
mazowieckie;makowski;42716;40;19636;8;t1411
mazowieckie;miñski;132388;18;59394;6;t1412
mazowieckie;m³awski;62506;36;29714;7;t1413
mazowieckie;nowodworski;115805;90;53246;47;t1414
mazowieckie;ostro³êcki;50727;6;23840;0;t1415
mazowieckie;ostrowski;51780;43;25210;19;t1416
mazowieckie;otwocki;94660;71;45331;10;t1417
mazowieckie;piaseczyñski;250242;4;116378;0;t1418
mazowieckie;p³ocki;88225;39;41805;18;t1419
mazowieckie;p³oñski;81670;60;37960;7;t1420
mazowieckie;pruszkowski;139237;60;65373;6;t1421
mazowieckie;przasnyski;51482;44;24574;9;t1422
mazowieckie;przysuski;29612;21;13907;0;t1423
mazowieckie;pu³tuski;47864;39;22721;1;t1424
mazowieckie;radomski;65557;38;30720;1;t1425
mazowieckie;siedlecki;31885;28;15247;18;t1426
mazowieckie;sierpecki;45959;0;21827;0;t1427
mazowieckie;sochaczewski;85255;11;40199;1;t1428
mazowieckie;soko³owski;43481;3;20350;0;t1429
mazowieckie;szyd³owiecki;21595;11;9549;5;t1430
mazowieckie;warszawski zachodni;117679;61;55572;23;t1432
mazowieckie;wêgrowski;47621;4;22650;0;t1433
mazowieckie;wo³omiñski;217865;40;97702;11;t1434
mazowieckie;wyszkowski;64371;48;30624;22;t1435
mazowieckie;zwoleñski;29107;37;13929;10;t1436
mazowieckie;¿uromiñski;30189;0;14805;0;t1437
mazowieckie;¿yrardowski;58952;30;27529;12;t1438
mazowieckie;Ostro³êka;72578;34;34338;6;t1461
mazowieckie;P³ock;133141;81;61072;8;t1462
mazowieckie;Radom;239668;133;109969;13;t1463
mazowieckie;Siedlce;120107;35;56420;5;t1464
mazowieckie;Warszawa;2640140;1261;1222606;212;t1465
opolskie;brzeski;72442;46;34098;24;t1601
opolskie;g³ubczycki;42322;1;19872;0;t1602
opolskie;kêdzierzyñsko-kozielski;82433;0;38732;0;t1603
opolskie;kluczborski;55789;0;26361;0;t1604
opolskie;krapkowicki;98851;37;45386;7;t1605
opolskie;namys³owski;28948;1;13574;0;t1606
opolskie;nyski;96125;32;45704;8;t1607
opolskie;oleski;49979;43;23669;12;t1608
opolskie;opolski;67570;19;31409;2;t1609
opolskie;prudnicki;40837;6;19021;4;t1610
opolskie;strzelecki;58196;38;26964;23;t1611
opolskie;Opole;193074;158;89689;24;t1661
podkarpackie;bieszczadzki;10488;12;5020;3;t1801
podkarpackie;brzozowski;47288;23;22201;6;t1802
podkarpackie;dêbicki;67688;29;29202;10;t1803
podkarpackie;jaros³awski;59774;61;27211;22;t1804
podkarpackie;jasielski;62243;89;27830;19;t1805
podkarpackie;kolbuszowski;23478;27;10884;6;t1806
podkarpackie;kroœnieñski;50850;53;24505;10;t1807
podkarpackie;le¿ajski;42532;36;19312;16;t1808
podkarpackie;lubaczowski;33974;6;15677;1;t1809
podkarpackie;³añcucki;42368;36;20128;2;t1810
podkarpackie;mielecki;89531;9;42467;2;t1811
podkarpackie;ni¿añski;33740;0;16207;0;t1812
podkarpackie;przemyski;20078;11;9762;1;t1813
podkarpackie;przeworski;31004;24;14831;1;t1814
podkarpackie;ropczycko-sêdziszowski;39903;33;18160;4;t1815
podkarpackie;rzeszowski;56331;100;26273;17;t1816
podkarpackie;sanocki;39763;0;18190;0;t1817
podkarpackie;stalowowolski;76101;39;35606;3;t1818
podkarpackie;strzy¿owski;28409;34;13834;12;t1819
podkarpackie;tarnobrzeski;16663;0;7483;0;t1820
podkarpackie;leski;14635;0;6974;0;t1821
podkarpackie;Krosno;45589;0;21522;0;t1861
podkarpackie;Przemyœl;48070;84;21524;3;t1862
podkarpackie;Rzeszów;577151;116;266347;16;t1863
podkarpackie;Tarnobrzeg;63620;21;29654;2;t1864
podlaskie;augustowski;44366;12;20460;8;t2001
podlaskie;bia³ostocki;64823;14;30792;5;t2002
podlaskie;bielski;37649;35;17805;0;t2003
podlaskie;grajewski;29383;7;14065;4;t2004
podlaskie;hajnowski;30147;0;14081;0;t2005
podlaskie;kolneñski;23155;16;10793;16;t2006
podlaskie;³om¿yñski;16375;12;7829;0;t2007
podlaskie;moniecki;23727;14;11251;0;t2008
podlaskie;sejneñski;12486;0;5903;0;t2009
podlaskie;siemiatycki;32470;23;15636;8;t2010
podlaskie;sokólski;44605;39;21330;6;t2011
podlaskie;suwalski;8827;6;4208;0;t2012
podlaskie;wysokomazowiecki;48430;72;23074;2;t2013
podlaskie;zambrowski;28311;25;13030;0;t2014
podlaskie;Bia³ystok;503052;188;231634;6;t2061
podlaskie;£om¿a;70264;5;33196;1;t2062
podlaskie;Suwa³ki;59179;39;26844;6;t2063
pomorskie;bytowski;69412;77;32118;5;t2201
pomorskie;chojnicki;89377;39;41922;7;t2202
pomorskie;cz³uchowski;42429;26;18940;9;t2203
pomorskie;gdañski;61157;92;29152;23;t2204
pomorskie;kartuski;95941;69;44830;32;t2205
pomorskie;koœcierski;65431;28;30930;3;t2206
pomorskie;kwidzyñski;66390;53;30976;7;t2207
pomorskie;lêborski;59814;32;27589;16;t2208
pomorskie;malborski;42785;0;20224;0;t2209
pomorskie;nowodworski;33617;12;15584;0;t2210
pomorskie;pucki;60669;23;28391;2;t2211
pomorskie;s³upski;47820;55;22507;5;t2212
pomorskie;starogardzki;103370;71;48233;7;t2213
pomorskie;tczewski;85562;197;38744;93;t2214
pomorskie;wejherowski;164121;126;76626;14;t2215
pomorskie;sztumski;43742;5;19960;2;t2216
pomorskie;Gdañsk;842656;488;394388;35;t2261
pomorskie;Gdynia;295376;231;132081;23;t2262
pomorskie;S³upsk;119000;78;55627;15;t2263
pomorskie;Sopot;95641;82;45514;6;t2264
œl¹skie;bêdziñski;115177;115;53789;12;t2401
œl¹skie;bielski;112547;7;49948;0;t2402
œl¹skie;cieszyñski;164048;40;76465;6;t2403
œl¹skie;czêstochowski;92137;58;43501;3;t2404
œl¹skie;gliwicki;137766;109;60173;13;t2405
œl¹skie;k³obucki;59796;20;27578;5;t2406
œl¹skie;lubliniecki;55835;8;25744;6;t2407
œl¹skie;miko³owski;42650;38;20317;1;t2408
œl¹skie;myszkowski;57541;35;27226;0;t2409
œl¹skie;pszczyñski;67660;29;31806;13;t2410
œl¹skie;raciborski;91714;32;42773;1;t2411
œl¹skie;rybnicki;26982;33;13058;7;t2412
œl¹skie;tarnogórski;151633;48;72084;3;t2413
œl¹skie;bieruñsko-lêdziñski;40260;62;18967;1;t2414
œl¹skie;wodzis³awski;128664;64;59644;28;t2415
œl¹skie;zawierciañski;107538;65;49212;5;t2416
œl¹skie;¿ywiecki;109786;22;51948;8;t2417
œl¹skie;Bielsko-Bia³a;226533;50;104853;5;t2461
œl¹skie;Bytom;149018;75;68974;7;t2462
œl¹skie;Chorzów;118859;44;54991;4;t2463
œl¹skie;Czêstochowa;270710;167;125598;9;t2464
œl¹skie;D¹browa Górnicza;94475;122;43644;13;t2465
œl¹skie;Gliwice;286678;72;132705;3;t2466
œl¹skie;Jastrzêbie-Zdrój;60989;23;28451;0;t2467
œl¹skie;Jaworzno;94904;59;43626;12;t2468
œl¹skie;Katowice;601023;202;279039;6;t2469
œl¹skie;Mys³owice;52006;69;24753;4;t2470
œl¹skie;Piekary Œl¹skie;40274;13;18718;2;t2471
œl¹skie;Ruda Œl¹ska;186696;58;89465;2;t2472
œl¹skie;Rybnik;70793;82;32739;22;t2473
œl¹skie;Siemianowice Œl¹skie;90921;27;42877;20;t2474
œl¹skie;Sosnowiec;222390;229;101346;49;t2475
œl¹skie;Œwiêtoch³owice;42466;8;19923;3;t2476
œl¹skie;Tychy;117350;65;55954;1;t2477
œl¹skie;Zabrze;141929;250;63308;21;t2478
œl¹skie;¯ory;64294;16;29949;0;t2479
œwiêtokrzyskie;buski;54194;41;25307;6;t2601
œwiêtokrzyskie;jêdrzejowski;79524;62;37532;19;t2602
œwiêtokrzyskie;kazimierski;26640;10;12174;1;t2603
œwiêtokrzyskie;kielecki;121600;73;55463;49;t2604
œwiêtokrzyskie;konecki;59032;51;27300;19;t2605
œwiêtokrzyskie;opatowski;37427;61;17606;13;t2606
œwiêtokrzyskie;ostrowiecki;92902;54;43330;3;t2607
œwiêtokrzyskie;piñczowski;37660;0;16120;0;t2608
œwiêtokrzyskie;sandomierski;80237;4;37487;1;t2609
œwiêtokrzyskie;skar¿yski;53615;91;25316;2;t2610
œwiêtokrzyskie;starachowicki;65259;46;30479;13;t2611
œwiêtokrzyskie;staszowski;38557;6;18001;0;t2612
œwiêtokrzyskie;w³oszczowski;47260;7;21835;0;t2613
œwiêtokrzyskie;Kielce;292455;145;134722;29;t2661
warmiñsko-mazurskie;bartoszycki;56592;10;26229;0;t2801
warmiñsko-mazurskie;braniewski;31190;57;15009;23;t2802
warmiñsko-mazurskie;dzia³dowski;53939;70;25519;2;t2803
warmiñsko-mazurskie;elbl¹ski;38970;49;18759;15;t2804
warmiñsko-mazurskie;e³cki;86954;35;37310;4;t2805
warmiñsko-mazurskie;gi¿ycki;45083;16;21560;3;t2806
warmiñsko-mazurskie;i³awski;71139;33;32822;0;t2807
warmiñsko-mazurskie;kêtrzyñski;44514;59;21226;35;t2808
warmiñsko-mazurskie;lidzbarski;31379;52;14945;8;t2809
warmiñsko-mazurskie;mr¹gowski;31024;33;14126;25;t2810
warmiñsko-mazurskie;nidzicki;50959;47;19997;0;t2811
warmiñsko-mazurskie;nowomiejski;38916;16;18114;0;t2812
warmiñsko-mazurskie;olecki;25908;45;12375;0;t2813
warmiñsko-mazurskie;olsztyñski;98743;3;46340;2;t2814
warmiñsko-mazurskie;ostródzki;73023;54;34494;4;t2815
warmiñsko-mazurskie;piski;52561;38;24352;7;t2816
warmiñsko-mazurskie;szczycieñski;57358;71;27171;26;t2817
warmiñsko-mazurskie;go³dapski;19730;8;9186;1;t2818
warmiñsko-mazurskie;wêgorzewski;21170;0;10235;0;t2819
warmiñsko-mazurskie;Elbl¹g;130983;54;61943;14;t2861
warmiñsko-mazurskie;Olsztyn;237081;156;108574;9;t2862
wielkopolskie;chodzieski;42021;90;19507;49;t3001
wielkopolskie;czarnkowsko-trzcianecki;90190;1;42147;1;t3002
wielkopolskie;gnieŸnieñski;150674;45;71415;14;t3003
wielkopolskie;gostyñski;80717;37;38414;34;t3004
wielkopolskie;grodziski;38137;7;18552;1;t3005
wielkopolskie;jarociñski;58212;125;27869;18;t3006
wielkopolskie;kaliski;65324;68;30938;20;t3007
wielkopolskie;kêpiñski;47078;24;22028;11;t3008
wielkopolskie;kolski;68870;30;31702;8;t3009
wielkopolskie;koniñski;80241;64;36889;3;t3010
wielkopolskie;koœciañski;67644;0;32058;0;t3011
wielkopolskie;krotoszyñski;64772;52;31007;1;t3012
wielkopolskie;leszczyñski;21042;2;10029;0;t3013
wielkopolskie;miêdzychodzki;35027;12;16733;8;t3014
wielkopolskie;nowotomyski;64202;79;30669;24;t3015
wielkopolskie;obornicki;84490;34;37572;4;t3016
wielkopolskie;ostrowski;136863;53;62229;2;t3017
wielkopolskie;ostrzeszowski;46155;59;21063;2;t3018
wielkopolskie;pilski;102701;104;49009;40;t3019
wielkopolskie;pleszewski;65882;7;31181;3;t3020
wielkopolskie;poznañski;211020;98;99486;35;t3021
wielkopolskie;rawicki;56774;0;26171;0;t3022
wielkopolskie;s³upecki;44667;40;20946;4;t3023
wielkopolskie;szamotulski;72816;18;33970;5;t3024
wielkopolskie;œredzki;67211;18;32163;4;t3025
wielkopolskie;œremski;37483;22;17619;0;t3026
wielkopolskie;turecki;61740;46;29338;25;t3027
wielkopolskie;w¹growiecki;33857;0;16027;0;t3028
wielkopolskie;wolsztyñski;52149;19;24880;8;t3029
wielkopolskie;wrzesiñski;69194;0;32028;0;t3030
wielkopolskie;z³otowski;45379;26;20985;0;t3031
wielkopolskie;Kalisz;113729;72;53585;24;t3061
wielkopolskie;Konin;106632;59;49346;15;t3062
wielkopolskie;Leszno;76869;10;33870;3;t3063
wielkopolskie;Poznañ;1148523;419;538786;56;t3064
zachodniopomorskie;bia³ogardzki;46126;40;21222;5;t3201
zachodniopomorskie;choszczeñski;39446;8;18274;1;t3202
zachodniopomorskie;drawski;60158;27;27437;23;t3203
zachodniopomorskie;goleniowski;66997;0;30616;0;t3204
zachodniopomorskie;gryficki;37949;0;17331;0;t3205
zachodniopomorskie;gryfiñski;59914;26;27942;7;t3206
zachodniopomorskie;kamieñski;50238;61;23203;17;t3207
zachodniopomorskie;ko³obrzeski;94069;18;44054;0;t3208
zachodniopomorskie;koszaliñski;36061;3;16432;3;t3209
zachodniopomorskie;myœliborski;43084;39;19887;11;t3210
zachodniopomorskie;policki;51788;43;24452;3;t3211
zachodniopomorskie;pyrzycki;30158;0;14475;0;t3212
zachodniopomorskie;s³awieñski;54909;45;25147;33;t3213
zachodniopomorskie;stargardzki;94476;71;43514;17;t3214
zachodniopomorskie;szczecinecki;86469;15;39182;0;t3215
zachodniopomorskie;œwidwiñski;42117;13;18703;3;t3216
zachodniopomorskie;wa³ecki;40903;18;19506;2;t3217
zachodniopomorskie;³obeski;47920;14;20334;1;t3218
zachodniopomorskie;Koszalin;126584;122;59088;6;t3261
zachodniopomorskie;Szczecin;593970;280;271424;20;t3262
zachodniopomorskie;Œwinoujœcie;41921;0;19807;0;t3263
Ca³y kraj;;37739171;19864;17516183;3615;t0000
